order_item_id,order_id,product_id,quantity,unit_price,total_price
448,521,491,5,312.24,1561.2
449,1840,219,5,97.84,489.2
450,955,406,3,455.56,1366.68
451,54,116,2,150.95,301.9
452,2518,472,4,160.96,643.84
453,1640,79,5,75.4,377.0
454,1668,113,3,217.67,653.01
455,2107,257,4,201.15,804.6
456,501,22,1,109.85,109.85
457,1282,165,4,304.84,1219.36
458,1717,406,4,455.56,1822.24
459,1261,227,2,206.8,413.6
460,1696,30,3,370.73,1112.19
461,1981,148,4,413.63,1654.52
462,246,178,4,43.28,173.12
463,209,287,5,275.77,1378.85
464,2808,292,4,114.35,457.4
465,804,39,1,486.8,486.8
466,2493,11,2,111.91,223.82
467,1593,239,1,142.41,142.41
468,1755,201,1,337.57,337.57
469,2420,431,3,391.07,1173.21
470,2502,443,2,154.64,309.28
471,423,286,4,43.66,174.64
472,2215,391,1,493.09,493.09
473,2782,42,1,461.98,461.98
474,2702,421,2,209.1,418.2
475,1550,189,2,107.15,214.3
476,993,460,5,379.01,1895.05
477,1290,251,4,255.79,1023.16
478,433,71,3,283.49,850.47
479,499,158,1,35.0,35.0
480,522,453,1,279.36,279.36
481,726,75,2,353.59,707.18
482,150,355,5,356.35,1781.75
483,1354,155,1,100.61,100.61
484,2222,212,2,258.57,517.14
485,1685,294,4,102.99,411.96
486,2601,175,1,29.91,29.91
487,1490,209,5,428.4,2142.0
488,2469,199,5,410.31,2051.55
489,2378,298,5,449.79,2248.95
490,2497,38,4,398.51,1594.04
491,2075,67,4,478.44,1913.76
492,1934,444,1,48.04,48.04
493,757,469,3,468.0,1404.0
494,926,13,1,158.24,158.24
495,53,328,3,273.96,821.88
496,2644,66,4,66.25,265.0
497,1462,290,4,328.66,1314.64
498,1271,448,1,310.05,310.05
499,456,485,3,414.93,1244.79
500,1086,65,3,347.94,1043.82
501,1136,72,2,33.07,66.14
502,2712,100,5,263.22,1316.1
503,675,26,2,247.86,495.72
504,486,418,4,239.69,958.76
505,1397,321,2,143.14,286.28
506,2107,206,1,322.71,322.71
507,2025,348,1,119.26,119.26
508,1666,214,5,228.2,1141.0
509,2143,331,2,134.29,268.58
510,527,161,5,249.26,1246.3
511,310,131,1,402.02,402.02
512,730,12,4,231.37,925.48
513,1691,265,3,476.53,1429.59
514,1629,123,2,344.13,688.26
515,474,359,1,414.54,414.54
516,1594,285,4,21.25,85.0
517,271,232,2,363.18,726.36
518,2967,56,4,94.06,376.24
519,768,19,1,56.61,56.61
520,2226,127,5,371.12,1855.6
521,1426,416,4,296.39,1185.56
522,657,396,5,314.05,1570.25
523,2065,341,4,274.99,1099.96
524,2348,111,1,129.1,129.1
525,907,134,3,101.82,305.46
526,1536,388,1,163.06,163.06
527,1058,207,2,403.74,807.48
528,2030,123,4,344.13,1376.52
529,2077,354,2,453.55,907.1
530,939,359,4,414.54,1658.16
531,2704,43,3,349.43,1048.29
532,2007,230,3,372.58,1117.74
533,633,262,3,91.71,275.13
534,2693,91,1,95.07,95.07
535,2881,214,4,228.2,912.8
536,2202,157,5,34.48,172.4
537,1334,159,5,35.08,175.4
538,1598,272,1,391.15,391.15
539,1706,461,3,301.35,904.05
540,2499,17,2,366.59,733.18
541,1577,479,2,37.9,75.8
542,1279,252,4,110.59,442.36
543,2702,334,2,399.19,798.38
544,2977,391,4,493.09,1972.36
545,2147,108,5,339.8,1699.0
546,1361,390,3,366.58,1099.74
547,1389,9,4,465.42,1861.68
548,198,278,3,172.39,517.17
549,812,215,3,75.72,227.16
550,1022,328,4,273.96,1095.84
551,578,143,4,442.11,1768.44
552,1506,289,1,319.32,319.32
553,2165,178,4,43.28,173.12
554,1218,316,1,374.85,374.85
555,1176,84,4,114.03,456.12
556,1136,347,5,168.19,840.95
557,919,209,5,428.4,2142.0
558,1146,163,5,384.28,1921.4
559,2070,479,5,37.9,189.5
560,252,1,5,340.08,1700.4
561,593,93,2,470.8,941.6
562,1487,437,5,24.44,122.2
563,103,384,4,303.86,1215.44
564,1883,28,3,158.64,475.92
565,1969,451,3,162.37,487.11
566,572,480,3,330.88,992.64
567,2688,235,2,151.42,302.84
568,1549,166,1,126.92,126.92
569,267,440,2,432.27,864.54
570,437,431,2,391.07,782.14
571,814,485,3,414.93,1244.79
572,1076,243,4,485.73,1942.92
573,2969,159,5,35.08,175.4
574,2579,246,2,174.63,349.26
575,975,70,3,373.22,1119.66
576,569,248,1,142.49,142.49
577,1601,270,3,17.24,51.72
578,1866,194,5,5.29,26.45
579,1733,77,4,70.39,281.56
580,1238,92,1,47.83,47.83
581,1929,447,3,242.95,728.85
582,2218,85,1,190.59,190.59
583,852,76,1,89.07,89.07
584,2445,350,1,350.34,350.34
585,1490,26,4,247.86,991.44
586,1777,346,2,327.42,654.84
587,33,27,2,456.95,913.9
588,76,58,5,18.23,91.15
589,1264,486,5,244.38,1221.9
590,1308,448,4,310.05,1240.2
591,1709,53,5,281.03,1405.15
592,2767,346,2,327.42,654.84
593,2359,105,4,127.87,511.48
594,1430,29,1,447.67,447.67
595,2224,369,5,184.98,924.9
596,2070,120,5,69.88,349.4
597,2114,382,4,232.87,931.48
598,2417,149,1,392.16,392.16
599,1859,6,1,271.65,271.65
600,2902,63,3,279.85,839.55
601,1574,396,2,314.05,628.1
602,2779,195,3,437.75,1313.25
603,1034,104,1,247.08,247.08
604,713,473,3,321.61,964.83
605,500,180,4,429.06,1716.24
606,902,287,5,275.77,1378.85
607,872,180,3,429.06,1287.18
608,2164,382,3,232.87,698.61
609,2747,483,3,318.89,956.67
610,2743,487,3,446.05,1338.15
611,688,62,5,413.53,2067.65
612,1138,407,1,431.78,431.78
613,2501,95,3,156.67,470.01
614,2542,236,4,139.73,558.92
615,2115,140,5,17.36,86.8
616,1570,42,3,461.98,1385.94
617,655,360,2,123.44,246.88
618,2518,119,5,439.83,2199.15
619,587,58,5,18.23,91.15
620,1055,147,2,421.31,842.62
621,527,312,2,95.6,191.2
622,2780,223,1,10.2,10.2
623,814,303,2,396.14,792.28
624,1994,470,5,425.5,2127.5
625,403,188,2,356.6,713.2
626,709,385,1,324.13,324.13
627,1066,94,3,152.51,457.53
628,588,402,3,208.05,624.15
629,1965,370,3,6.63,19.89
630,750,71,1,283.49,283.49
631,1693,254,3,80.46,241.38
632,1351,82,4,74.94,299.76
633,1039,83,4,147.86,591.44
634,1994,246,1,174.63,174.63
635,2393,427,1,404.97,404.97
636,1750,128,2,481.82,963.64
637,1642,385,1,324.13,324.13
638,437,3,4,144.42,577.68
639,2621,339,5,10.87,54.35
640,1578,445,1,361.17,361.17
641,655,208,1,188.7,188.7
642,2096,402,3,208.05,624.15
643,1045,410,2,468.81,937.62
644,2513,122,5,283.41,1417.05
645,1611,351,3,81.16,243.48
646,1698,348,4,119.26,477.04
647,1615,104,2,247.08,494.16
648,422,373,3,371.72,1115.16
649,1529,316,3,374.85,1124.55
650,339,279,3,265.25,795.75
651,231,173,5,328.81,1644.05
652,2498,449,1,100.95,100.95
653,2387,375,5,355.86,1779.3
654,162,301,2,416.56,833.12
655,1628,371,5,386.41,1932.05
656,1324,140,2,17.36,34.72
657,433,20,1,443.54,443.54
658,639,313,2,388.93,777.86
659,1329,44,1,307.45,307.45
660,1170,492,1,482.68,482.68
661,310,85,1,190.59,190.59
662,1145,131,1,402.02,402.02
663,2490,386,2,431.82,863.64
664,521,304,1,498.58,498.58
665,1948,17,2,366.59,733.18
666,1579,236,5,139.73,698.65
667,850,219,5,97.84,489.2
668,1977,73,3,425.67,1277.01
669,1121,236,3,139.73,419.19
670,1328,302,2,401.21,802.42
671,2865,273,2,65.01,130.02
672,1907,28,4,158.64,634.56
673,608,10,3,115.69,347.07
674,1962,62,5,413.53,2067.65
675,2999,371,1,386.41,386.41
676,411,288,3,177.92,533.76
677,670,429,4,275.84,1103.36
678,2642,131,5,402.02,2010.1
679,2490,432,4,447.84,1791.36
680,1211,255,1,441.32,441.32
681,1758,245,3,194.12,582.36
682,812,94,5,152.51,762.55
683,2887,328,3,273.96,821.88
684,1034,347,5,168.19,840.95
685,1868,276,4,73.28,293.12
686,1350,237,5,467.89,2339.45
687,2542,213,3,257.85,773.55
688,387,32,3,120.34,361.02
689,2453,11,5,111.91,559.55
690,184,378,4,140.1,560.4
691,2256,50,2,446.09,892.18
692,149,154,1,345.28,345.28
693,2940,145,5,277.04,1385.2
694,631,326,5,335.75,1678.75
695,1072,28,1,158.64,158.64
696,216,483,5,318.89,1594.45
697,594,455,2,488.56,977.12
698,2668,305,5,377.27,1886.35
699,2385,39,1,486.8,486.8
700,653,217,5,196.86,984.3
701,697,30,2,370.73,741.46
702,2783,263,5,360.55,1802.75
703,1834,450,5,483.28,2416.4
704,1819,137,3,493.12,1479.36
705,2665,452,5,370.39,1851.95
706,1513,176,4,317.03,1268.12
707,2942,173,5,328.81,1644.05
708,2704,490,3,447.97,1343.91
709,2556,191,5,99.81,499.05
710,1494,496,5,482.6,2413.0
711,801,97,2,10.1,20.2
712,878,144,5,229.73,1148.65
713,565,307,4,336.95,1347.8
714,977,423,1,101.18,101.18
715,602,227,2,206.8,413.6
716,1682,238,3,63.75,191.25
717,1661,491,5,312.24,1561.2
718,2505,162,1,209.69,209.69
719,312,489,4,33.56,134.24
720,25,220,5,448.5,2242.5
721,2107,304,5,498.58,2492.9
722,2011,288,4,177.92,711.68
723,1747,394,4,334.52,1338.08
724,502,202,2,92.02,184.04
725,1129,337,5,30.4,152.0
726,46,319,5,134.82,674.1
727,1779,365,1,337.34,337.34
728,1217,401,4,331.82,1327.28
729,736,352,3,363.64,1090.92
730,925,438,5,360.39,1801.95
731,2384,387,2,64.09,128.18
732,2282,34,1,452.47,452.47
733,129,69,4,335.66,1342.64
734,291,123,4,344.13,1376.52
735,178,328,3,273.96,821.88
736,2780,237,5,467.89,2339.45
737,1038,299,1,414.97,414.97
738,1533,187,2,412.71,825.42
739,2088,455,1,488.56,488.56
740,1270,451,1,162.37,162.37
741,2401,367,2,152.38,304.76
742,1912,71,1,283.49,283.49
743,466,294,2,102.99,205.98
744,1758,342,1,248.44,248.44
745,2807,460,5,379.01,1895.05
746,2630,99,5,70.4,352.0
747,1223,340,2,298.49,596.98
748,140,168,1,284.44,284.44
749,37,412,2,191.68,383.36
750,1159,354,1,453.55,453.55
751,804,348,1,119.26,119.26
752,1459,419,3,434.64,1303.92
753,2805,196,3,162.16,486.48
754,1921,260,2,446.7,893.4
755,1785,336,2,287.21,574.42
756,938,41,5,460.86,2304.3
757,693,163,2,384.28,768.56
758,2327,31,5,463.02,2315.1
759,2977,422,2,226.46,452.92
760,1997,311,1,240.53,240.53
761,1948,148,4,413.63,1654.52
762,1079,489,5,33.56,167.8
763,421,443,3,154.64,463.92
764,472,13,2,158.24,316.48
765,1712,93,1,470.8,470.8
766,1321,419,5,434.64,2173.2
767,717,473,4,321.61,1286.44
768,1212,461,4,301.35,1205.4
769,695,433,5,243.78,1218.9
770,351,89,5,293.01,1465.05
771,1770,307,1,336.95,336.95
772,2636,32,1,120.34,120.34
773,404,25,2,467.71,935.42
774,106,50,1,446.09,446.09
775,1785,105,5,127.87,639.35
776,1577,491,3,312.24,936.72
777,1429,458,4,320.56,1282.24
778,1264,98,4,462.83,1851.32
779,1127,235,1,151.42,151.42
780,293,383,3,455.37,1366.11
781,30,385,3,324.13,972.39
782,2535,341,3,274.99,824.97
783,385,183,5,328.43,1642.15
784,2845,417,5,173.27,866.35
785,15,128,2,481.82,963.64
786,2784,283,2,482.03,964.06
787,491,154,5,345.28,1726.4
788,688,231,2,333.45,666.9
789,703,336,4,287.21,1148.84
790,1755,207,2,403.74,807.48
791,2434,393,5,36.72,183.6
792,161,312,2,95.6,191.2
793,2415,187,5,412.71,2063.55
794,2364,327,5,232.81,1164.05
795,2962,3,2,144.42,288.84
796,2467,354,1,453.55,453.55
797,1625,460,5,379.01,1895.05
798,1756,331,1,134.29,134.29
799,1728,73,4,425.67,1702.68
800,1767,444,1,48.04,48.04
801,2194,81,3,173.36,520.08
802,2403,51,2,82.01,164.02
803,2048,295,2,28.59,57.18
804,2835,350,4,350.34,1401.36
805,3,474,1,285.15,285.15
806,1880,85,3,190.59,571.77
807,2156,105,1,127.87,127.87
808,2991,372,3,243.87,731.61
809,1306,168,4,284.44,1137.76
810,1318,410,5,468.81,2344.05
811,432,288,3,177.92,533.76
812,638,273,4,65.01,260.04
813,177,369,1,184.98,184.98
814,1518,344,2,267.38,534.76
815,1847,483,2,318.89,637.78
816,921,187,5,412.71,2063.55
817,2727,470,5,425.5,2127.5
818,1157,421,4,209.1,836.4
819,2599,84,4,114.03,456.12
820,2142,415,3,461.53,1384.59
