order_id,customer_id,order_date,status,shipping_city,shipping_state
182,650,2022-06-11,processing,Chicago,TX
183,72,2022-09-30,delivered,San Jose,AZ
184,185,2022-08-03,shipped,San Diego,CA
185,993,2022-06-18,delivered,Dallas,TX
186,593,2022-12-30,returned,New York,CA
187,954,2022-02-20,returned,San Diego,NY
188,211,2022-01-15,processing,Houston,AZ
189,608,2022-02-28,delivered,Dallas,NY
190,552,2022-01-21,processing,San Jose,PA
191,680,2022-03-25,pending,Phoenix,AZ
192,77,2022-08-11,pending,Chicago,CA
193,441,2022-11-22,delivered,Chicago,PA
194,454,2022-10-02,pending,Phoenix,CA
195,357,2022-05-27,delivered,Chicago,CA
196,333,2022-03-03,delivered,New York,CA
197,433,2022-07-20,delivered,San Diego,IL
198,350,2022-01-27,shipped,San Jose,CA
199,754,2022-04-21,processing,Los Angeles,CA
200,748,2022-09-25,shipped,San Diego,PA
201,44,2022-03-24,delivered,Los Angeles,CA
202,436,2022-03-26,processing,San Antonio,IL
203,268,2022-06-09,processing,San Jose,TX
204,726,2022-03-18,returned,Chicago,CA
205,707,2022-05-22,delivered,San Antonio,TX
206,333,2022-12-04,processing,San Antonio,TX
207,414,2022-10-23,delivered,Houston,CA
208,461,2022-11-05,delivered,Houston,PA
209,656,2022-01-18,processing,San Antonio,TX
210,634,2022-07-19,shipped,Houston,NY
211,953,2022-06-16,pending,San Antonio,IL
212,908,2022-05-18,delivered,Phoenix,IL
213,687,2022-09-17,shipped,San Jose,TX
214,745,2022-07-15,pending,Chicago,AZ
215,533,2022-10-10,shipped,Phoenix,AZ
216,142,2022-10-25,pending,Los Angeles,TX
217,468,2022-10-22,shipped,San Antonio,CA
218,838,2022-04-24,delivered,New York,TX
219,916,2022-03-30,shipped,Chicago,IL
220,317,2022-01-14,pending,Houston,TX
221,779,2022-03-25,shipped,Phoenix,TX
222,865,2022-01-03,processing,Dallas,CA
223,311,2022-07-06,shipped,Houston,TX
224,940,2022-12-12,delivered,San Antonio,IL
225,55,2022-05-02,delivered,New York,TX
226,588,2022-07-09,pending,Dallas,CA
227,38,2022-05-20,shipped,New York,TX
228,564,2022-06-18,pending,San Antonio,CA
229,123,2022-12-30,shipped,Chicago,CA
230,122,2022-05-14,delivered,Philadelphia,IL
231,382,2022-12-21,delivered,Chicago,PA
232,236,2022-09-29,processing,Chicago,IL
233,378,2022-10-31,delivered,Chicago,TX
234,881,2022-03-21,delivered,Los Angeles,NY
235,227,2022-07-14,processing,Phoenix,CA
236,937,2022-06-16,delivered,Dallas,IL
237,904,2022-01-15,returned,San Antonio,CA
238,837,2022-05-04,delivered,San Jose,TX
239,282,2022-04-23,shipped,Los Angeles,AZ
240,535,2022-04-05,processing,New York,CA
241,970,2022-06-30,shipped,Dallas,CA
242,346,2022-05-07,delivered,Phoenix,NY
243,256,2022-07-05,processing,San Jose,NY
244,602,2022-01-13,delivered,Dallas,NY
245,90,2022-02-09,delivered,Dallas,NY
246,73,2022-02-10,delivered,Phoenix,AZ
247,247,2022-09-29,pending,New York,NY
248,589,2022-11-17,delivered,Chicago,TX
249,105,2022-12-22,delivered,San Antonio,CA
250,772,2022-06-03,shipped,Phoenix,PA
251,641,2022-09-04,delivered,Dallas,CA
252,366,2022-03-19,processing,New York,PA
253,112,2022-08-02,delivered,Chicago,AZ
254,673,2022-08-28,delivered,Phoenix,NY
255,238,2022-09-03,delivered,San Antonio,IL
256,376,2022-10-26,delivered,San Diego,TX
257,220,2022-08-12,delivered,San Diego,CA
258,888,2022-05-22,delivered,Chicago,CA
259,873,2022-10-10,delivered,Chicago,CA
260,829,2022-05-25,processing,San Jose,CA
261,400,2022-08-29,processing,Dallas,NY
262,438,2022-11-04,delivered,Dallas,TX
263,717,2022-01-01,delivered,Philadelphia,CA
264,215,2022-06-16,shipped,San Antonio,NY
265,298,2022-06-23,processing,Chicago,CA
266,981,2022-03-23,processing,San Jose,AZ
267,973,2022-05-12,delivered,Los Angeles,AZ
268,995,2022-03-31,pending,San Antonio,TX
269,493,2022-09-29,processing,San Antonio,CA
270,249,2022-10-18,processing,San Diego,PA
271,451,2022-04-17,processing,San Diego,TX
272,151,2022-08-03,delivered,Los Angeles,CA
273,526,2022-02-07,delivered,Chicago,TX
274,785,2022-10-07,delivered,Phoenix,CA
275,806,2022-01-22,delivered,San Diego,CA
276,604,2022-10-27,delivered,San Jose,TX
277,153,2022-07-07,delivered,San Antonio,TX
278,519,2022-04-10,pending,Los Angeles,IL
279,924,2022-11-16,delivered,San Jose,CA
280,84,2022-12-17,processing,San Antonio,IL
281,682,2022-03-25,shipped,Chicago,PA
282,575,2022-05-07,shipped,San Diego,TX
283,393,2022-12-24,pending,Philadelphia,CA
284,662,2022-07-21,delivered,San Antonio,CA
285,310,2022-01-07,delivered,San Diego,NY
286,710,2022-12-01,processing,San Diego,CA
287,466,2022-04-01,shipped,Los Angeles,TX
288,187,2022-06-03,delivered,Chicago,IL
289,654,2022-11-22,shipped,Chicago,AZ
290,604,2022-10-07,cancelled,Los Angeles,CA
291,354,2022-03-06,processing,San Jose,CA
292,497,2022-03-26,pending,San Antonio,IL
293,990,2022-05-02,processing,Houston,NY
294,960,2022-08-22,processing,San Jose,IL
295,130,2022-11-21,processing,San Diego,CA
296,525,2022-01-01,processing,San Antonio,TX
297,705,2022-09-25,delivered,Chicago,TX
298,407,2022-11-12,returned,Philadelphia,AZ
299,337,2022-06-01,processing,San Antonio,TX
300,586,2022-10-19,processing,San Diego,PA
301,273,2022-05-01,delivered,Dallas,PA
302,473,2022-09-30,shipped,Phoenix,PA
303,617,2022-05-26,delivered,Houston,NY
304,957,2022-10-16,pending,Chicago,CA
305,543,2022-11-11,shipped,San Diego,AZ
306,355,2022-06-17,processing,Philadelphia,TX
307,243,2022-11-03,cancelled,San Diego,CA
308,649,2022-01-02,delivered,San Jose,IL
309,440,2022-11-11,processing,San Jose,PA
310,550,2022-07-04,processing,San Jose,NY
311,253,2022-12-25,delivered,Chicago,TX
312,871,2022-10-23,pending,Chicago,IL
313,14,2022-07-14,pending,Phoenix,AZ
314,173,2022-06-28,processing,San Diego,AZ
315,498,2022-06-02,delivered,Los Angeles,TX
316,964,2022-01-06,shipped,Dallas,CA
317,368,2022-11-20,processing,San Antonio,TX
318,515,2022-09-14,shipped,Phoenix,CA
319,169,2022-07-10,delivered,Chicago,PA
320,651,2022-02-12,shipped,Philadelphia,IL
321,776,2022-08-04,delivered,San Jose,CA
322,930,2022-01-21,delivered,San Jose,CA
323,322,2022-11-19,cancelled,San Antonio,CA
324,10,2022-10-12,pending,New York,CA
325,938,2022-09-26,cancelled,Chicago,TX
326,688,2022-09-26,shipped,New York,AZ
327,472,2022-03-01,delivered,Los Angeles,CA
328,423,2022-04-02,returned,Los Angeles,NY
329,772,2022-03-30,pending,Dallas,TX
330,323,2022-05-09,returned,Houston,CA
331,939,2022-02-06,delivered,New York,TX
332,707,2022-11-20,delivered,Philadelphia,AZ
333,644,2022-08-10,delivered,Chicago,CA
334,686,2022-02-05,delivered,Philadelphia,CA
335,191,2022-08-09,processing,Dallas,TX
336,897,2022-07-28,delivered,Los Angeles,TX
337,395,2022-06-24,delivered,New York,PA
338,502,2022-11-05,pending,San Antonio,CA
339,19,2022-11-06,pending,Houston,IL
340,880,2022-07-07,shipped,San Jose,NY
341,995,2022-03-24,shipped,Dallas,AZ
342,259,2022-01-30,delivered,New York,TX
343,248,2022-09-25,delivered,San Antonio,AZ
344,773,2022-11-05,processing,Chicago,CA
345,30,2022-10-28,processing,Dallas,NY
346,861,2022-07-02,shipped,San Jose,IL
347,191,2022-01-19,delivered,Phoenix,PA
348,817,2022-01-31,shipped,Los Angeles,CA
349,941,2022-11-06,shipped,Philadelphia,CA
350,226,2022-06-24,pending,Phoenix,TX
351,822,2022-10-30,shipped,New York,CA
352,215,2022-09-04,pending,New York,CA
353,945,2022-08-31,shipped,Philadelphia,IL
354,30,2022-08-20,processing,Los Angeles,PA
355,534,2022-06-23,shipped,Dallas,CA
356,404,2022-11-28,delivered,Phoenix,IL
357,17,2022-10-23,shipped,Phoenix,PA
358,937,2022-06-15,delivered,San Diego,IL
359,524,2022-01-29,delivered,San Jose,TX
360,164,2022-04-21,delivered,Chicago,AZ
361,383,2022-07-10,shipped,Dallas,NY
362,626,2022-05-03,delivered,Los Angeles,CA
363,228,2022-01-10,delivered,San Antonio,NY
364,442,2022-12-03,delivered,San Antonio,TX
365,618,2022-10-20,pending,Houston,CA
366,273,2022-09-30,processing,San Antonio,IL
367,335,2022-12-19,delivered,Houston,AZ
368,358,2022-03-27,processing,Los Angeles,AZ
369,598,2022-07-25,returned,Los Angeles,AZ
370,476,2022-01-24,processing,San Diego,CA
371,871,2022-12-27,shipped,San Antonio,TX
372,613,2022-07-13,pending,San Antonio,PA
373,403,2022-12-06,delivered,Phoenix,PA
374,462,2022-08-01,delivered,New York,CA
375,771,2022-05-01,delivered,New York,CA
376,85,2022-03-02,shipped,San Diego,PA
377,76,2022-02-06,shipped,San Jose,CA
378,185,2022-06-25,processing,New York,IL
379,770,2022-06-13,processing,Phoenix,CA
380,225,2022-12-20,delivered,Philadelphia,CA
381,909,2022-04-24,delivered,Philadelphia,PA
382,86,2022-11-08,delivered,Houston,CA
383,779,2022-08-15,cancelled,Philadelphia,CA
384,195,2022-03-04,delivered,Dallas,AZ
385,587,2022-08-26,processing,New York,TX
386,709,2022-01-18,processing,Los Angeles,PA
387,56,2022-07-28,shipped,San Diego,NY
388,783,2022-07-18,pending,San Diego,CA
389,215,2022-06-29,shipped,Dallas,CA
390,23,2022-05-05,shipped,Houston,CA
391,423,2022-06-26,pending,Chicago,PA
392,563,2022-09-02,delivered,New York,NY
393,503,2022-06-27,delivered,Chicago,TX
394,251,2022-12-07,delivered,New York,TX
395,46,2022-04-30,pending,San Antonio,AZ
396,924,2022-04-23,delivered,Houston,PA
397,611,2022-08-05,shipped,Phoenix,NY
398,309,2022-02-14,delivered,Los Angeles,TX
399,39,2022-10-28,delivered,San Diego,TX
400,796,2022-07-25,processing,New York,NY
401,764,2022-03-10,delivered,Los Angeles,TX
402,324,2022-09-13,shipped,Dallas,CA
403,728,2022-01-26,processing,Dallas,TX
404,589,2022-06-12,delivered,Los Angeles,AZ
405,973,2022-10-28,shipped,Philadelphia,CA
406,964,2022-08-17,shipped,San Diego,IL
407,657,2022-08-14,processing,Phoenix,CA
408,903,2022-09-08,shipped,Chicago,TX
409,522,2022-07-12,shipped,San Diego,CA
410,314,2022-09-28,shipped,New York,IL
411,58,2022-04-02,shipped,Houston,TX
412,962,2022-10-23,processing,Chicago,IL
413,79,2022-05-31,shipped,San Jose,TX
414,382,2022-08-03,shipped,Houston,CA
415,503,2022-11-15,delivered,San Jose,CA
416,830,2022-06-14,pending,Los Angeles,IL
417,247,2022-03-07,processing,Phoenix,IL
418,965,2022-07-30,shipped,New York,CA
419,200,2022-10-27,shipped,San Jose,NY
420,203,2022-07-27,shipped,Los Angeles,IL
421,644,2022-07-28,shipped,Los Angeles,TX
422,44,2022-06-08,shipped,New York,TX
423,90,2022-02-23,shipped,Chicago,PA
424,169,2022-07-05,shipped,New York,PA
425,457,2022-10-29,processing,San Antonio,NY
426,236,2022-07-16,delivered,New York,CA
427,149,2022-03-19,processing,San Antonio,CA
428,916,2022-01-18,shipped,Dallas,CA
429,12,2022-08-23,delivered,Houston,TX
430,307,2022-10-03,delivered,San Jose,TX
431,358,2022-12-04,shipped,Houston,NY
432,307,2022-10-05,delivered,San Diego,IL
433,70,2022-10-05,shipped,Chicago,PA
434,336,2022-05-15,shipped,Chicago,AZ
435,944,2022-08-21,processing,New York,CA
436,704,2022-09-13,pending,San Jose,IL
437,884,2022-01-12,processing,San Diego,TX
438,112,2022-06-28,processing,Phoenix,CA
439,456,2022-06-11,shipped,San Jose,NY
440,100,2022-06-13,processing,San Antonio,TX
441,396,2022-09-04,processing,Houston,TX
442,360,2022-09-21,shipped,San Jose,AZ
443,802,2022-03-22,delivered,Dallas,TX
444,129,2022-07-28,delivered,Dallas,IL
445,717,2022-02-10,processing,Dallas,TX
446,378,2022-12-20,pending,Houston,IL
447,717,2022-05-25,shipped,Phoenix,CA
448,37,2022-08-13,processing,San Diego,TX
449,817,2022-03-04,shipped,San Antonio,TX
450,758,2022-01-14,shipped,Phoenix,TX
451,151,2022-09-14,delivered,San Jose,TX
452,88,2022-11-12,pending,San Diego,IL
453,99,2022-06-02,returned,San Jose,NY
454,515,2022-02-26,pending,Phoenix,CA
455,532,2022-12-25,delivered,San Jose,CA
456,509,2022-07-23,delivered,Chicago,TX
457,255,2022-02-11,processing,San Antonio,TX
458,102,2022-08-28,shipped,Phoenix,TX
459,527,2022-12-06,returned,Houston,TX
460,557,2022-05-29,delivered,San Antonio,TX
461,69,2022-01-28,shipped,Phoenix,CA
462,828,2022-03-07,delivered,San Antonio,AZ
463,572,2022-06-06,returned,San Jose,AZ
464,93,2022-04-09,shipped,Houston,CA
465,632,2022-08-28,delivered,Dallas,NY
466,27,2022-02-25,delivered,Phoenix,IL
467,917,2022-07-29,processing,Chicago,NY
468,144,2022-01-18,returned,Dallas,CA
469,830,2022-07-14,shipped,Chicago,CA
470,258,2022-11-12,shipped,Dallas,IL
471,145,2022-02-24,cancelled,Chicago,TX
472,879,2022-08-19,delivered,Los Angeles,CA
473,713,2022-10-19,shipped,San Jose,TX
474,264,2022-02-12,processing,Los Angeles,TX
475,776,2022-11-16,pending,Dallas,TX
476,686,2022-10-01,processing,San Jose,AZ
477,843,2022-05-31,processing,Philadelphia,TX
478,355,2022-03-26,processing,Los Angeles,IL
479,362,2022-05-26,returned,Chicago,NY
480,638,2022-02-12,processing,San Antonio,TX
481,977,2022-03-21,pending,San Jose,TX
482,965,2022-11-04,processing,Houston,NY
483,831,2022-07-11,delivered,San Diego,IL
484,681,2022-10-11,delivered,Philadelphia,TX
485,166,2022-12-29,shipped,Philadelphia,TX
486,79,2022-09-18,delivered,Philadelphia,CA
487,765,2022-09-10,delivered,Phoenix,PA
488,29,2022-11-12,processing,San Jose,CA
489,5,2022-03-20,delivered,Dallas,CA
490,522,2022-04-16,delivered,Phoenix,CA
491,622,2022-01-12,processing,New York,CA
492,824,2022-02-21,delivered,San Jose,TX
493,625,2022-04-27,cancelled,Los Angeles,NY
494,335,2022-05-07,processing,Houston,PA
495,214,2022-01-29,cancelled,Chicago,CA
496,793,2022-04-10,returned,Philadelphia,TX
497,733,2022-02-16,processing,Philadelphia,CA
498,894,2022-08-19,processing,Houston,IL
499,44,2022-01-15,pending,New York,TX
500,472,2022-08-12,delivered,Phoenix,CA
501,560,2022-05-05,processing,San Diego,PA
502,425,2022-08-18,returned,Dallas,AZ
503,231,2022-05-09,delivered,Philadelphia,IL
504,911,2022-03-20,shipped,Phoenix,PA
505,211,2022-02-14,processing,Houston,CA
506,575,2022-03-02,processing,San Antonio,AZ
507,697,2022-01-30,processing,San Diego,CA
508,134,2022-02-20,delivered,Chicago,IL
509,59,2022-11-11,delivered,Los Angeles,CA
510,52,2022-03-22,pending,Dallas,CA
511,825,2022-12-31,delivered,Philadelphia,TX
512,805,2022-04-10,delivered,Houston,IL
513,593,2022-05-02,delivered,Philadelphia,PA
514,661,2022-07-09,processing,Houston,TX
515,668,2022-12-29,shipped,Dallas,IL
516,228,2022-09-04,delivered,Houston,PA
517,393,2022-08-10,cancelled,New York,IL
518,90,2022-03-31,cancelled,Philadelphia,CA
519,289,2022-01-27,shipped,Dallas,CA
520,548,2022-06-11,pending,Philadelphia,TX
521,76,2022-04-21,returned,New York,PA
522,779,2022-05-04,cancelled,Houston,TX
523,867,2022-10-12,delivered,San Diego,TX
524,915,2022-03-14,delivered,New York,CA
525,892,2022-11-13,processing,Chicago,PA
526,630,2022-05-24,shipped,San Antonio,AZ
527,719,2022-12-14,processing,San Diego,AZ
528,233,2022-11-02,processing,Los Angeles,CA
529,826,2022-12-24,shipped,Philadelphia,TX
530,588,2022-01-17,processing,Houston,TX
531,332,2022-12-12,shipped,Houston,TX
532,124,2022-02-16,returned,Chicago,PA
533,16,2022-02-20,shipped,San Diego,TX
534,411,2022-10-16,processing,Houston,TX
535,286,2022-05-04,processing,Phoenix,NY
536,870,2022-10-13,delivered,Houston,PA
537,986,2022-12-10,delivered,Philadelphia,CA
538,273,2022-03-31,processing,Phoenix,CA
539,538,2022-01-04,processing,Houston,TX
540,918,2022-12-29,delivered,San Antonio,TX
541,521,2022-10-31,cancelled,San Jose,TX
542,165,2022-11-22,shipped,Phoenix,CA
543,291,2022-02-26,processing,San Jose,IL
544,945,2022-08-20,delivered,Chicago,TX
545,978,2022-08-21,pending,Los Angeles,AZ
546,980,2022-03-16,shipped,San Jose,CA
547,369,2022-07-11,processing,Los Angeles,CA
548,983,2022-10-31,processing,Dallas,AZ
549,816,2022-05-14,delivered,San Diego,TX
550,527,2022-02-14,shipped,Phoenix,IL
551,965,2022-09-04,delivered,Houston,CA
552,430,2022-11-24,shipped,Philadelphia,CA
553,355,2022-06-15,shipped,Chicago,IL
554,738,2022-07-17,shipped,New York,CA
555,768,2022-01-03,delivered,Dallas,NY
556,436,2022-09-17,shipped,Philadelphia,CA
557,705,2022-01-13,pending,Chicago,NY
558,360,2022-01-26,shipped,San Jose,TX
559,542,2022-08-20,pending,Houston,TX
560,934,2022-05-12,delivered,Philadelphia,TX
561,882,2022-10-04,processing,New York,CA
562,216,2022-05-02,pending,Los Angeles,TX
563,28,2022-08-25,shipped,San Diego,CA
564,496,2022-01-18,delivered,Chicago,PA
565,707,2022-01-01,pending,San Diego,TX
566,137,2022-10-17,processing,San Diego,PA
567,990,2022-02-16,delivered,Houston,CA
568,663,2022-04-14,processing,San Jose,NY
569,758,2022-12-05,shipped,San Diego,AZ
570,439,2022-04-11,delivered,New York,TX
571,123,2022-06-28,shipped,Houston,AZ
572,388,2022-11-12,delivered,Los Angeles,CA
573,504,2022-12-18,delivered,Los Angeles,IL
574,920,2022-09-09,delivered,San Jose,TX
575,211,2022-09-09,delivered,San Antonio,TX
576,94,2022-04-29,delivered,Los Angeles,CA
577,685,2022-07-14,shipped,Houston,TX
578,577,2022-12-08,shipped,San Jose,CA
579,925,2022-10-01,pending,San Antonio,TX
580,345,2022-01-02,pending,New York,TX
581,364,2022-08-19,shipped,San Diego,AZ
582,120,2022-06-29,shipped,Los Angeles,TX
583,64,2022-08-08,cancelled,Houston,PA
584,751,2022-06-16,shipped,San Antonio,TX
585,739,2022-07-09,shipped,Phoenix,AZ
586,363,2022-02-10,shipped,Dallas,TX
587,271,2022-02-19,delivered,Houston,NY
588,311,2022-12-08,shipped,Los Angeles,CA
589,60,2022-03-05,delivered,San Diego,IL
590,52,2022-01-27,pending,Philadelphia,TX
591,725,2022-10-03,returned,Chicago,AZ
592,837,2022-04-30,delivered,Chicago,CA
593,562,2022-07-21,shipped,Dallas,CA
594,243,2022-11-22,delivered,Chicago,NY
595,183,2022-11-05,delivered,Houston,CA
596,664,2022-04-11,processing,San Antonio,PA
597,338,2022-11-28,pending,Houston,IL
598,462,2022-09-04,cancelled,Philadelphia,IL
599,838,2022-06-18,delivered,Chicago,AZ
600,878,2022-01-11,delivered,Dallas,TX
601,338,2022-01-30,delivered,San Antonio,CA
602,220,2022-04-27,delivered,San Antonio,NY
603,244,2022-01-08,pending,Chicago,IL
604,993,2022-12-15,processing,San Antonio,TX
605,246,2022-02-09,returned,San Jose,TX
