,Date,store_id,product_id,actual_units_sold,predicted_units_sold
190,12/07/2020,30,1024,123,112.89
191,13/07/2020,19,1040,34,76.33666667
192,14/07/2020,42,1082,171,114.68
193,15/07/2020,41,1008,19,75.37333333
194,16/07/2020,50,1054,36,94.65333333
195,17/07/2020,39,1011,92,113.3533333
196,18/07/2020,3,1099,1,59.39333333
197,19/07/2020,31,1088,192,106.0366667
198,20/07/2020,12,1077,89,51.69666667
199,21/07/2020,15,1095,15,45.45333333
200,22/07/2020,45,1056,105,79.20333333
201,23/07/2020,38,1094,107,118.1066667
202,24/07/2020,40,1029,162,90.02722222
203,25/07/2020,14,1042,56,84.65
204,26/07/2020,35,1006,37,127.7633333
205,27/07/2020,16,1003,182,110.57
206,28/07/2020,50,1092,176,133.88
207,29/07/2020,24,1074,134,98.23333333
208,30/07/2020,17,1098,139,126.4633333
209,31/07/2020,18,1065,54,91.76666667
210,01/08/2020,42,1012,24,99.41333333
211,02/08/2020,17,1036,5,113.56
212,03/08/2020,16,1056,113,101.4066667
213,04/08/2020,21,1052,158,73.13333333
214,05/08/2020,24,1032,75,62.62
215,06/08/2020,34,1056,20,77.31666667
216,07/08/2020,36,1011,65,141.5833333
217,08/08/2020,43,1001,189,94.57333333
218,09/08/2020,27,1006,32,109.8433333
219,10/08/2020,39,1091,144,129.6033333
220,11/08/2020,17,1079,41,77.24666667
221,12/08/2020,25,1074,9,56.27333333
222,13/08/2020,38,1024,85,112.8633333
223,14/08/2020,42,1072,163,96.25666667
224,15/08/2020,21,1081,126,70.67333333
225,16/08/2020,4,1024,53,101.98
226,17/08/2020,25,1077,178,112.8533333
227,18/08/2020,30,1009,189,107.7933333
228,19/08/2020,33,1059,108,118.9966667
229,20/08/2020,39,1070,155,170.9366667
230,21/08/2020,26,1093,147,137.0833333
231,22/08/2020,25,1023,45,125.56
232,23/08/2020,16,1086,119,139.6866667
233,24/08/2020,49,1085,90,116.9766667
234,25/08/2020,24,1017,10,150.36
235,26/08/2020,5,1098,153,66.6
236,27/08/2020,42,1090,188,92.78
237,28/08/2020,39,1025,129,127.51
238,29/08/2020,13,1038,179,138.9533333
239,30/08/2020,30,1003,92,119.33
240,31/08/2020,7,1067,68,138.93
241,01/09/2020,47,1014,182,154.08
242,02/09/2020,17,1010,163,93.84666667
243,03/09/2020,27,1066,68,144.39
244,04/09/2020,35,1071,107,134.2666667
245,05/09/2020,5,1014,69,94.70666667
246,06/09/2020,42,1081,47,120.5566667
247,07/09/2020,5,1010,68,56
248,08/09/2020,24,1099,83,85.09333333
249,09/09/2020,7,1049,156,105.35
250,10/09/2020,7,1091,87,65.26666667
251,11/09/2020,14,1062,66,93.54
252,12/09/2020,15,1048,11,68.76
253,13/09/2020,5,1003,111,35.32
254,14/09/2020,37,1047,94,93.99333333
255,15/09/2020,4,1060,86,88.75666667
256,16/09/2020,30,1025,125,59.13
257,17/09/2020,20,1007,24,90.47666667
258,18/09/2020,26,1077,100,48.8
259,19/09/2020,9,1039,90,57.84333333
260,20/09/2020,30,1043,105,88.7
261,21/09/2020,44,1046,181,75.51666667
262,22/09/2020,48,1089,83,66.79666667
263,23/09/2020,22,1043,83,92.59333333
264,24/09/2020,40,1029,117,107.0333333
265,25/09/2020,41,1083,145,104.52
266,26/09/2020,44,1086,90,112.6233333
267,27/09/2020,30,1066,120,130.3666667
268,28/09/2020,20,1086,172,114.5866667
269,29/09/2020,28,1099,173,137.2666667
270,30/09/2020,7,1098,8,74.48
271,01/10/2020,4,1069,64,108.7
272,02/10/2020,28,1027,140,127.99
273,03/10/2020,35,1082,64,115.29
274,04/10/2020,33,1003,113,133.6766667
275,05/10/2020,7,1056,26,66.69666667
276,06/10/2020,9,1064,16,70.18
277,07/10/2020,34,1021,112,103.71
278,08/10/2020,39,1024,60,41.15333333
279,09/10/2020,42,1090,42,53.09333333
280,10/10/2020,34,1020,33,63.61666667
281,11/10/2020,13,1052,183,55.51
282,12/10/2020,29,1013,145,71.16
283,13/10/2020,35,1070,69,51.99666667
284,14/10/2020,45,1090,132,76.96666667
285,15/10/2020,10,1043,195,129.3866667
286,16/10/2020,30,1094,65,133.91
287,17/10/2020,44,1078,19,112.76
288,18/10/2020,26,1037,154,89.80333333
289,19/10/2020,35,1030,36,82.1
290,20/10/2020,28,1015,52,144.5966667
291,21/10/2020,29,1083,129,92.94666667
292,22/10/2020,6,1075,81,80.43666667
293,23/10/2020,3,1084,100,65.93333333
294,24/10/2020,29,1025,38,94.87333333
295,25/10/2020,2,1038,123,84.93666667
296,26/10/2020,22,1043,92,114.3866667
297,27/10/2020,46,1030,142,122.3833333
298,28/10/2020,47,1040,173,115.16
299,29/10/2020,50,1059,150,94.56
300,30/10/2020,27,1023,36,67.98333333
301,31/10/2020,22,1044,11,106.9866667
302,01/11/2020,10,1081,112,114.03
303,02/11/2020,49,1001,132,132.14
304,03/11/2020,49,1078,180,135.8266667
305,04/11/2020,19,1082,42,62.66466667
306,05/11/2020,24,1041,96,99.79
307,06/11/2020,27,1062,79,99.43
308,07/11/2020,36,1060,14,117.7233333
309,08/11/2020,43,1080,14,78.7
310,09/11/2020,17,1010,47,90.91333333
311,10/11/2020,10,1073,85,67.17666667
312,11/11/2020,17,1078,81,62.28
313,12/11/2020,44,1066,115,44.15666667
314,13/11/2020,10,1057,195,56.71666667
315,14/11/2020,10,1042,20,43.71666667
316,15/11/2020,38,1054,30,87.28333333
317,16/11/2020,17,1085,54,84.23333333
318,17/11/2020,26,1042,162,136.7033333
319,18/11/2020,26,1066,134,66.28
320,19/11/2020,34,1070,124,98.93
321,20/11/2020,4,1011,96,98.19
322,21/11/2020,50,1067,97,78.41
323,22/11/2020,27,1011,195,116.6633333
324,23/11/2020,21,1004,91,134.13
325,24/11/2020,36,1079,119,147.1566667
326,25/11/2020,38,1090,96,105.0533333
327,26/11/2020,46,1100,56,134.81
328,27/11/2020,31,1079,137,112.4
329,28/11/2020,7,1049,88,116.9266667
330,29/11/2020,44,1022,193,95.32666667
331,30/11/2020,34,1037,81,121.5633333
332,01/12/2020,18,1010,104,119.4733333
333,02/12/2020,24,1020,110,101.89
334,03/12/2020,13,1096,153,134.8533333
335,04/12/2020,13,1073,16,90.10333333
336,05/12/2020,25,1050,48,87.59
337,06/12/2020,5,1031,144,84.52333333
338,07/12/2020,39,1044,27,56.12333333
339,08/12/2020,29,1031,6,78.42
340,09/12/2020,44,1092,103,60.91
341,10/12/2020,46,1075,133,57.12
342,11/12/2020,33,1100,36,72.93
343,12/12/2020,24,1041,174,80.40666667
344,13/12/2020,10,1004,107,77.93
345,14/12/2020,25,1014,39,108.26
346,15/12/2020,41,1046,38,100.16
347,16/12/2020,10,1054,42,92.89
348,17/12/2020,39,1093,82,84.23333333
349,18/12/2020,16,1092,69,63.51
350,19/12/2020,28,1089,196,52.76666667
351,20/12/2020,12,1087,35,45.66666667
352,21/12/2020,44,1033,22,59.50666667
353,22/12/2020,32,1030,197,148.3066667
354,23/12/2020,29,1009,99,114.1666667
355,24/12/2020,45,1038,110,118.6933333
356,25/12/2020,50,1089,45,82.685
357,26/12/2020,27,1082,134,110.9466667
358,27/12/2020,26,1043,68,120.4066667
359,28/12/2020,3,1007,97,114.5133333
360,29/12/2020,26,1088,101,90.93333333
361,30/12/2020,39,1040,173,81.30333333
362,31/12/2020,1,1085,73,92.09
363,01/01/2021,35,1062,106,140.96
364,02/01/2021,27,1055,49,119.1366667
365,03/01/2021,46,1035,180,127.84
366,04/01/2021,4,1043,84,102.3266667
367,05/01/2021,19,1011,178,145.8033333
368,06/01/2021,22,1002,186,100.2333333
369,07/01/2021,6,1079,143,132.71
370,08/01/2021,9,1079,1,81.54
371,09/01/2021,11,1005,69,142.2833333
372,10/01/2021,22,1040,59,123.76
373,11/01/2021,47,1080,170,113.24
374,12/01/2021,9,1046,141,83.55
375,13/01/2021,29,1021,110,107.2433333
376,14/01/2021,43,1009,68,64.69666667
377,15/01/2021,10,1071,116,128.1966667
378,16/01/2021,34,1027,20,85.07
379,17/01/2021,31,1017,37,118.7
380,18/01/2021,22,1066,79,55.58666667
381,19/01/2021,46,1026,50,51.64
382,20/01/2021,4,1072,163,90.29
383,21/01/2021,2,1045,23,48.81666667
384,22/01/2021,5,1055,95,80.99
385,23/01/2021,46,1040,79,86.85
386,24/01/2021,15,1016,143,120.5133333
387,25/01/2021,19,1084,28,62.51666667
388,26/01/2021,38,1096,106,69.32333333
389,27/01/2021,15,1032,12,92.32666667
390,28/01/2021,46,1035,108,88.46333333
391,29/01/2021,8,1064,126,91.52333333
392,30/01/2021,20,1064,32,34.89
393,31/01/2021,12,1015,101,78.11333333
394,01/02/2021,4,1042,5,62.68333333
395,02/02/2021,38,1050,57,58.72
396,03/02/2021,43,1032,31,82.27666667
397,04/02/2021,39,1030,159,57.30333333
398,05/02/2021,36,1083,28,45.44333333
399,06/02/2021,15,1024,77,61.36666667
400,07/02/2021,1,1066,40,51.62
401,08/02/2021,31,1021,53,44.87666667
402,09/02/2021,9,1042,28,65.83666667
403,10/02/2021,23,1080,36,75.88333333
404,11/02/2021,26,1100,77,46.35333333
405,12/02/2021,40,1058,115,60.13666667
406,13/02/2021,44,1002,122,54.66666667
407,14/02/2021,39,1016,106,63.86
408,15/02/2021,18,1093,164,81.99833333
409,16/02/2021,33,1007,115,126.3066667
410,17/02/2021,41,1055,118,83.78666667
411,18/02/2021,39,1015,51,87.3
412,19/02/2021,14,1023,41,117.9433333
413,20/02/2021,1,1069,53,111.2933333
414,21/02/2021,13,1001,59,70.35
415,22/02/2021,15,1069,106,79.07666667
416,23/02/2021,37,1013,191,87.29333333
417,24/02/2021,5,1026,78,57.23
418,25/02/2021,14,1052,79,72.48
419,26/02/2021,14,1013,177,111.75
420,27/02/2021,46,1096,188,84.16333333
421,28/02/2021,5,1055,159,144.9466667
422,01/03/2021,11,1029,3,119.2533333
423,02/03/2021,32,1018,39,125.04
424,03/03/2021,5,1002,166,136.26
425,04/03/2021,36,1027,168,110.2933333
426,05/03/2021,15,1050,158,146.4766667
427,06/03/2021,7,1042,24,115.54
428,07/03/2021,5,1067,149,102.52
429,08/03/2021,30,1094,64,119.74
430,09/03/2021,15,1010,179,148.0633333
431,10/03/2021,30,1009,28,84.99666667
432,11/03/2021,14,1003,180,134.43
433,12/03/2021,24,1086,125,62.57333333
434,13/03/2021,24,1038,87,76.97666667
435,14/03/2021,35,1075,136,132.6133333
436,15/03/2021,5,1070,73,86.52666667
437,16/03/2021,12,1069,165,83.66
438,17/03/2021,20,1030,58,121.9133333
439,18/03/2021,46,1014,52,100.9033333
440,19/03/2021,5,1002,148,113.83
441,20/03/2021,36,1097,12,95.74333333
442,21/03/2021,21,1008,88,88.48666667
443,22/03/2021,48,1074,136,85.90333333
444,23/03/2021,39,1085,86,80.51333333
445,24/03/2021,3,1083,28,60.84666667
446,25/03/2021,29,1099,148,108.0466667
447,26/03/2021,25,1018,163,89.1
448,27/03/2021,27,1071,151,97.50333333
449,28/03/2021,36,1013,27,92.04666667
450,29/03/2021,22,1046,198,122.1366667
451,30/03/2021,38,1054,114,112.61
452,31/03/2021,35,1012,62,159.22
453,01/04/2021,1,1040,186,147.1966667
454,02/04/2021,3,1088,32,61.71
455,03/04/2021,24,1082,174,111.4133333
456,04/04/2021,8,1038,19,71.28
457,05/04/2021,48,1012,89,64.72
458,06/04/2021,39,1067,9,86.18333333
459,07/04/2021,18,1025,128,107.4233333
460,08/04/2021,41,1035,193,78.01777778
461,09/04/2021,3,1016,134,68.45
462,10/04/2021,18,1045,82,120.81
463,11/04/2021,16,1013,165,91.38333333
464,12/04/2021,32,1024,82,125.0533333
465,13/04/2021,1,1076,45,103.16
466,14/04/2021,26,1002,22,119.9066667
467,15/04/2021,48,1090,77,76.70333333
468,16/04/2021,12,1010,43,76.06666667
469,17/04/2021,38,1019,173,71.26333333
470,18/04/2021,21,1086,73,73.23
471,19/04/2021,41,1024,55,81.79666667
472,20/04/2021,13,1090,198,130.87
473,21/04/2021,12,1061,95,102.1533333
474,22/04/2021,13,1005,34,92.4547619
475,23/04/2021,18,1080,108,126.0966667
476,24/04/2021,19,1034,110,84.83
477,25/04/2021,19,1092,59,68.82333333
478,26/04/2021,6,1064,184,157.4633333
479,27/04/2021,48,1012,55,75.80333333
480,28/04/2021,7,1059,80,85.94333333
481,29/04/2021,7,1021,179,94.90666667
482,30/04/2021,28,1096,113,101.0666667
483,01/05/2021,28,1089,42,116.8633333
484,02/05/2021,19,1078,196,123.8933333
485,03/05/2021,16,1047,144,129.5266667
486,04/05/2021,17,1053,152,126.1333333
487,05/05/2021,22,1099,33,84.76
488,06/05/2021,19,1073,34,108.49
489,07/05/2021,48,1094,42,71.21333333
490,08/05/2021,29,1093,82,135.51
491,09/05/2021,48,1039,89,71.07666667
492,10/05/2021,19,1031,96,50.83
493,11/05/2021,47,1078,33,59.88
494,12/05/2021,35,1081,36,67.73
495,13/05/2021,47,1089,105,48.16
496,14/05/2021,25,1046,144,75.83666667
497,15/05/2021,48,1057,166,101.3833333
498,16/05/2021,20,1037,121,68.27666667
499,17/05/2021,37,1027,130,131.7766667
500,18/05/2021,19,1082,130,140.1366667
501,19/05/2021,42,1029,54,127.9366667
502,20/05/2021,13,1018,13,120.1366667
503,21/05/2021,47,1004,10,65.66
504,22/05/2021,12,1084,68,85.90833333
505,23/05/2021,49,1001,157,98.87555556
506,24/05/2021,15,1024,14,51.25666667
507,25/05/2021,4,1042,165,62.25666667
508,26/05/2021,15,1060,95,58.4
509,27/05/2021,17,1024,172,89.18
510,28/05/2021,27,1056,156,77.79333333
511,29/05/2021,11,1069,103,147.7566667
512,30/05/2021,23,1090,93,140.73
513,31/05/2021,15,1018,74,158.03
514,01/06/2021,31,1100,27,112.93
515,02/06/2021,26,1065,191,124.6966667
516,03/06/2021,7,1010,1,99.09666667
517,04/06/2021,13,1017,117,94.86333333
518,05/06/2021,13,1058,3,95.14666667
519,06/06/2021,20,1035,12,67.30666667
520,07/06/2021,34,1004,190,105.4633333
521,08/06/2021,10,1044,26,46.37666667
522,09/06/2021,50,1091,92,59.97666667
523,10/06/2021,37,1075,147,97.70333333
524,11/06/2021,27,1067,180,63.24666667
525,12/06/2021,34,1028,98,141.81
526,13/06/2021,36,1011,150,106.65
527,14/06/2021,16,1003,165,117.1167778
528,15/06/2021,21,1100,31,98.55666667
529,16/06/2021,16,1003,29,135.15
530,17/06/2021,17,1025,28,138.9633333
531,18/06/2021,15,1076,37,71.03
532,19/06/2021,13,1012,53,95.9
533,20/06/2021,33,1049,188,79.17
534,21/06/2021,5,1056,195,37.13
535,22/06/2021,27,1053,87,73.91666667
536,23/06/2021,1,1096,165,140.7766667
537,24/06/2021,44,1010,37,95.17666667
538,25/06/2021,30,1019,175,113.3466667
539,26/06/2021,23,1047,141,129.5366667
540,27/06/2021,15,1054,171,145.9
541,28/06/2021,36,1007,177,156.4633333
542,29/06/2021,19,1088,108,119.2466667
543,30/06/2021,30,1039,87,127.38
544,01/07/2021,16,1032,34,153.21
545,02/07/2021,18,1023,83,124.5633333
546,03/07/2021,26,1050,149,140.9533333
547,04/07/2021,17,1019,62,101.25
548,05/07/2021,11,1067,190,94.51333333
549,06/07/2021,45,1025,25,58.04
550,07/07/2021,29,1025,49,89.81666667
551,08/07/2021,9,1006,12,131.2166667
552,09/07/2021,49,1097,18,73.79333333
553,10/07/2021,17,1097,37,68.84666667
554,11/07/2021,27,1015,27,48.77
555,12/07/2021,37,1063,19,52.71333333
556,13/07/2021,22,1020,38,51.11666667
557,14/07/2021,8,1043,179,59.53333333
558,15/07/2021,3,1096,179,47.31666667
559,16/07/2021,38,1088,189,67.89666667
560,17/07/2021,35,1067,69,119.4233333
561,18/07/2021,32,1004,31,112.06
562,19/07/2021,8,1006,11,101.2033333
563,20/07/2021,44,1059,140,127.6866667
564,21/07/2021,27,1052,199,85.3725
565,22/07/2021,32,1019,103,129.3766667
566,23/07/2021,36,1026,176,122.3366667
567,24/07/2021,34,1048,156,94.51666667
568,25/07/2021,25,1089,16,92.20333333
569,26/07/2021,31,1055,21,125.6266667
570,27/07/2021,42,1089,28,119.31
571,28/07/2021,47,1059,44,106.0166667
572,29/07/2021,13,1074,102,135.47
573,30/07/2021,15,1038,26,72.25
574,31/07/2021,50,1084,177,48.66333333
575,01/08/2021,13,1005,172,66.6
576,02/08/2021,33,1042,160,111.57
577,03/08/2021,31,1035,167,119.2233333
578,04/08/2021,25,1069,170,144.9
579,05/08/2021,48,1099,189,141.79
580,06/08/2021,40,1003,74,170.77
581,07/08/2021,23,1041,1,117.5066667
582,08/08/2021,38,1032,28,130.08
583,09/08/2021,3,1036,49,106.5233333
584,10/08/2021,16,1030,64,84.04666667
585,11/08/2021,2,1039,1,36.75666667
586,12/08/2021,23,1093,36,37.14
587,13/08/2021,34,1090,23,42.86666667
588,14/08/2021,30,1089,184,79.17666667
589,15/08/2021,47,1060,142,47.99
590,16/08/2021,10,1056,72,84.54666667
591,17/08/2021,1,1076,164,84.25333333
592,18/08/2021,22,1082,188,108.9033333
593,19/08/2021,47,1058,192,126.7033333
594,20/08/2021,33,1026,111,137.0333333
595,21/08/2021,25,1079,51,124.9133333
596,22/08/2021,22,1005,7,137.55
597,23/08/2021,16,1056,58,145.6033333
598,24/08/2021,30,1033,74,103.7866667
599,25/08/2021,18,1009,145,62.83666667
600,26/08/2021,24,1032,149,47.3
601,27/08/2021,5,1077,76,83.06
602,28/08/2021,37,1028,180,138.4666667
603,29/08/2021,23,1023,122,113.2733333
604,30/08/2021,42,1088,1,91.4
605,31/08/2021,27,1095,141,134.5166667
606,01/09/2021,12,1069,180,119.4166667
607,02/09/2021,10,1062,124,141.88
608,03/09/2021,34,1048,59,92.28
609,04/09/2021,33,1066,180,141.1566667
610,05/09/2021,16,1062,127,93.00333333
611,06/09/2021,29,1094,93,109.6833333
612,07/09/2021,18,1069,178,129.52
613,08/09/2021,27,1056,58,114.8066667
614,09/09/2021,7,1074,168,119.3666667
615,10/09/2021,36,1036,46,132.5533333
616,11/09/2021,27,1036,5,94.96333333
617,12/09/2021,10,1056,100,77.89333333
618,13/09/2021,10,1007,100,108.06
619,14/09/2021,11,1093,101,86.62
620,15/09/2021,30,1032,78,124.5766667
621,16/09/2021,3,1091,152,57.73
622,17/09/2021,29,1001,52,73.63
623,18/09/2021,14,1058,180,110.8333333
624,19/09/2021,13,1020,77,107.36
625,20/09/2021,19,1034,161,111.7088889
626,21/09/2021,25,1051,181,113.6666667
627,22/09/2021,10,1036,140,133.43
628,23/09/2021,15,1026,21,125.4966667
629,24/09/2021,28,1087,31,114.69
630,25/09/2021,40,1033,32,78.64333333
631,26/09/2021,49,1001,53,84.94333333
632,27/09/2021,38,1067,98,77.05
633,28/09/2021,7,1050,13,63.17333333
634,29/09/2021,14,1035,29,34.95333333
635,30/09/2021,30,1035,94,48.41
636,01/10/2021,40,1059,137,59.52333333
637,02/10/2021,12,1077,198,73.76
638,03/10/2021,28,1097,47,77.76
639,04/10/2021,50,1013,132,102.6166667
640,05/10/2021,14,1022,107,163.8966667
641,06/10/2021,1,1056,79,121.6933333
642,07/10/2021,4,1005,75,113.43
643,08/10/2021,49,1081,119,111.11
644,09/10/2021,18,1043,31,81.03666667
645,10/10/2021,36,1074,62,88.82
646,11/10/2021,32,1055,28,77.81
647,12/10/2021,28,1091,38,60.81333333
648,13/10/2021,28,1015,48,69.97666667
649,14/10/2021,38,1042,36,61.67666667
650,15/10/2021,32,1009,52,65.63333333
651,16/10/2021,8,1071,74,66.14333333
652,17/10/2021,25,1057,94,25.88333333
653,18/10/2021,47,1010,106,36.41
654,19/10/2021,20,1064,143,80.96
